# Lines failed conversion in the new file:

chr2	110752057	110752058	0.493707
chr2	233749270	233749271	1.485994
chr4	69527302	69527303	-0.516893
chr5	17652935	17652936	-0.903822
chr5	17790772	17790773	-1.293084
chr6	9260260	9260261	-0.803858
chr7	115214115215	0.589274
chr7	141653680	141653681	-0.264300
chr7	141695581	141695582	-0.178106
chr7	141701464	141701465	-0.164776
chr7	141704374	141704375	-0.158129
chr7	141707543	141707544	-0.150861
chr7	141710568	141710569	-0.143904
chr7	141713686	141713687	-0.136719
chr7	141716821	141716822	-0.129489
chr7	141721273	141721274	-0.119224
chr7	141722545	141722546	-0.116294
chr7	141723752	141723753	-0.113516
chr7	141903074	141903075	0.184444
chr7	141904675	141904676	0.185888
chr7	141906150	141906151	0.187220
chr7	141907536	141907537	0.188474
chr7	141908839	141908840	0.189657
chr7	141910349	141910350	0.191033
chr7	141911890	141911891	0.192442
chr7	141913233	141913234	0.193675
chr7	141914650	141914651	0.194980
chr7	141915779	141915780	0.196025
chr7	141917078	141917079	0.197230
chr7	141918395	141918396	0.198457
chr7	141919722	141919723	0.199699
chr7	141920896	141920897	0.200801
chr7	141922359	141922360	0.202181
chr7	141923761	141923762	0.203510
chr7	141925061	141925062	0.204747
chr7	141926403	141926404	0.206031
chr7	141927772	141927773	0.207347
chr7	141929053	141929054	0.208584
chr7	141930469	141930470	0.209959
chr7	141931828	141931829	0.211286
chr7	141932941	141932942	0.212377
chr7	141934112	141934113	0.213530
chr7	141935540	141935541	0.214942
chr7	141936793	141936794	0.216185
chr7	141938074	141938075	0.217461
chr7	141939358	141939359	0.218744
chr7	141940798	141940799	0.220187
chr7	141942030	141942031	0.221424
chr7	141943198	141943199	0.222599
chr7	141944575	141944576	0.223987
chr7	141945862	141945863	0.225286
chr7	141947198	141947199	0.226635
chr7	141948580	141948581	0.228032
chr7	141949814	141949815	0.229279
chr7	141950872	141950873	0.230347
chr7	141952227	141952228	0.231716
chr7	141953852	141953853	0.233354
chr7	141955285	141955286	0.234797
chr7	141956662	141956663	0.236181
chr7	141958008	141958009	0.237531
chr7	141959198	141959199	0.238722
chr7	141960351	141960352	0.239873
chr7	141961864	141961865	0.241379
chr7	141963073	141963074	0.242578
chr7	141964981	141964982	0.244464
chr7	141966110	141966111	0.245575
chr7	141967344	141967345	0.246786
chr7	141968635	141968636	0.248048
